Date,Open,High,Low,Close
2011-09-01,,,,31.820000
2011-09-02,,,,33.919998
2011-09-06,,,,37.000000
2011-09-07,,,,33.380001
2011-09-08,,,,34.320000
2011-09-09,,,,38.520000
2011-09-12,,,,38.590000
2011-09-13,,,,36.910000
2011-09-14,,,,34.599998
2011-09-15,,,,31.969999
2011-09-16,,,,30.980000
2011-09-19,,,,32.730000
2011-09-20,,,,32.860001
2011-09-21,,,,37.320000
2011-09-22,,,,41.349998
2011-09-23,,,,41.250000
2011-09-26,,,,39.020000
2011-09-27,,,,37.709999
2011-09-28,,,,41.080002
2011-09-29,,,,38.840000
2011-09-30,,,,42.959999
2011-10-03,,,,45.450001
2011-10-04,,,,40.820000
2011-10-05,,,,37.810001
2011-10-06,,,,36.270000
2011-10-07,,,,36.200001
2011-10-10,,,,33.020000
2011-10-11,,,,32.860001
2011-10-12,,,,31.260000
2011-10-13,,,,30.700001
2011-10-14,,,,28.240000
2011-10-17,,,,33.389999
2011-10-18,,,,31.559999
2011-10-19,,,,34.439999
2011-10-20,,,,34.779999
2011-10-21,,,,31.320000
2011-10-24,,,,29.260000
2011-10-25,,,,32.220001
2011-10-26,,,,29.860001
2011-10-27,,,,25.459999
2011-10-28,,,,24.530001
2011-10-31,,,,29.959999
2011-11-01,,,,34.770000
2011-11-02,,,,32.740002
2011-11-03,,,,30.500000
2011-11-04,,,,30.160000
2011-11-07,,,,29.850000
2011-11-08,,,,27.480000
2011-11-09,,,,36.160000
2011-11-10,,,,32.810001
2011-11-11,,,,30.040001
2011-11-14,,,,31.129999
2011-11-15,,,,31.219999
2011-11-16,,,,33.509998
2011-11-17,,,,34.509998
2011-11-18,,,,32.000000
2011-11-21,,,,32.910000
2011-11-22,,,,31.969999
2011-11-23,,,,33.980000
2011-11-25,,,,34.470001
2011-11-28,,,,32.130001
2011-11-29,,,,30.639999
2011-11-30,,,,27.799999
2011-12-01,,,,27.410000
2011-12-02,,,,27.520000
2011-12-05,,,,27.840000
2011-12-06,,,,28.129999
2011-12-07,,,,28.670000
2011-12-08,,,,30.590000
2011-12-09,,,,26.379999
2011-12-12,,,,25.670000
2011-12-13,,,,25.410000
2011-12-14,,,,26.040001
2011-12-15,,,,25.110001
2011-12-16,,,,24.290001
2011-12-19,,,,24.920000
2011-12-20,,,,23.219999
2011-12-21,,,,21.430000
2011-12-22,,,,21.160000
2011-12-23,,,,20.730000
2011-12-27,,,,21.910000
2011-12-28,,,,23.520000
2011-12-29,,,,22.650000
2011-12-30,,,,23.400000
2012-01-03,,,,22.969999
2012-01-04,,,,22.219999
2012-01-05,,,,21.480000
2012-01-06,,,,20.629999
2012-01-09,,,,21.070000
2012-01-10,,,,20.690001
2012-01-11,,,,21.049999
2012-01-12,,,,20.469999
2012-01-13,,,,20.910000
2012-01-17,,,,22.200001
2012-01-18,,,,20.889999
2012-01-19,,,,19.870001
2012-01-20,,,,18.280001
2012-01-23,,,,18.670000
2012-01-24,,,,18.910000
2012-01-25,,,,18.309999
2012-01-26,,,,18.570000
2012-01-27,,,,18.530001
2012-01-30,,,,19.400000
2012-01-31,,,,19.440001
2012-02-01,,,,18.549999
2012-02-02,,,,17.980000
2012-02-03,,,,17.100000
2012-02-06,,,,17.760000
2012-02-07,,,,17.650000
2012-02-08,,,,18.160000
2012-02-09,,,,18.629999
2012-02-10,,,,20.790001
2012-02-13,,,,19.040001
2012-02-14,,,,19.540001
2012-02-15,,,,21.139999
2012-02-16,,,,19.219999
2012-02-17,,,,17.780001
2012-02-21,,,,18.190001
2012-02-22,,,,18.190001
2012-02-23,,,,16.799999
2012-02-24,,,,17.309999
2012-02-27,,,,18.190001
2012-02-28,,,,17.959999
2012-02-29,,,,18.430000
2012-03-01,,,,17.260000
2012-03-02,,,,17.290001
2012-03-05,,,,18.049999
2012-03-06,,,,20.870001
2012-03-07,,,,19.070000
2012-03-08,,,,17.950001
2012-03-09,,,,17.110001
2012-03-12,,,,15.640000
2012-03-13,,,,14.800000
2012-03-14,,,,15.310000
2012-03-15,,,,15.420000
2012-03-16,,,,14.470000
2012-03-19,,,,15.040000
2012-03-20,,,,15.580000
2012-03-21,,,,15.130000
2012-03-22,,,,15.570000
2012-03-23,,,,14.820000
2012-03-26,,,,14.260000
2012-03-27,,,,15.590000
2012-03-28,,,,15.470000
2012-03-29,,,,15.480000
2012-03-30,,,,15.500000
2012-04-02,,,,15.640000
2012-04-03,,,,15.660000
2012-04-04,,,,16.440001
2012-04-05,,,,16.700001
2012-04-09,,,,18.809999
2012-04-10,,,,20.389999
2012-04-11,,,,20.020000
2012-04-12,,,,17.200001
2012-04-13,,,,19.549999
2012-04-16,,,,19.549999
2012-04-17,,,,18.459999
2012-04-18,,,,18.639999
2012-04-19,,,,18.360001
2012-04-20,,,,17.440001
2012-04-23,,,,18.969999
2012-04-24,,,,18.100000
2012-04-25,,,,16.820000
2012-04-26,,,,16.240000
2012-04-27,,,,16.320000
2012-04-30,,,,17.150000
2012-05-01,,,,16.600000
2012-05-02,,,,16.879999
2012-05-03,,,,17.559999
2012-05-04,,,,19.160000
2012-05-07,,,,18.940001
2012-05-08,,,,19.049999
2012-05-09,,,,20.080000
2012-05-10,,,,18.830000
2012-05-11,,,,19.889999
2012-05-14,,,,21.870001
2012-05-15,,,,21.969999
2012-05-16,,,,22.270000
2012-05-17,,,,24.490000
2012-05-18,,,,25.100000
2012-05-21,,,,22.010000
2012-05-22,,,,22.480000
2012-05-23,,,,22.330000
2012-05-24,,,,21.540001
2012-05-25,,,,21.760000
2012-05-29,,,,21.030001
2012-05-30,,,,24.139999
2012-05-31,,,,24.059999
2012-06-01,,,,26.660000
2012-06-04,,,,26.120001
2012-06-05,,,,24.680000
2012-06-06,,,,22.160000
2012-06-07,,,,21.719999
2012-06-08,,,,21.230000
2012-06-11,,,,23.559999
2012-06-12,,,,22.090000
2012-06-13,,,,24.270000
2012-06-14,,,,21.680000
2012-06-15,,,,21.110001
2012-06-18,,,,18.320000
2012-06-19,,,,18.379999
2012-06-20,,,,17.240000
2012-06-21,,,,20.080000
2012-06-22,,,,18.110001
2012-06-25,,,,20.379999
2012-06-26,,,,19.719999
2012-06-27,,,,19.450001
2012-06-28,,,,19.709999
2012-06-29,,,,17.080000
2012-07-02,,,,16.799999
2012-07-03,,,,16.660000
2012-07-05,,,,17.500000
2012-07-06,,,,17.100000
2012-07-09,,,,17.980000
2012-07-10,,,,18.719999
2012-07-11,,,,17.950001
2012-07-12,,,,18.330000
2012-07-13,,,,16.740000
2012-07-16,,,,17.110001
2012-07-17,,,,16.480000
2012-07-18,,,,16.160000
2012-07-19,,,,15.450000
2012-07-20,,,,16.270000
2012-07-23,,,,18.620001
2012-07-24,,,,20.469999
2012-07-25,,,,19.340000
2012-07-26,,,,17.530001
2012-07-27,,,,16.700001
2012-07-30,,,,18.030001
2012-07-31,,,,18.930000
2012-08-01,,,,18.959999
2012-08-02,,,,17.570000
2012-08-03,,,,15.640000
2012-08-06,,,,15.950000
2012-08-07,,,,15.990000
2012-08-08,,,,15.320000
2012-08-09,,,,15.280000
2012-08-10,,,,14.740000
2012-08-13,,,,13.700000
2012-08-14,,,,14.850000
2012-08-15,,,,14.630000
2012-08-16,,,,14.290000
2012-08-17,,,,13.450000
2012-08-20,,,,14.020000
2012-08-21,,,,15.020000
2012-08-22,,,,15.110000
2012-08-23,,,,15.960000
2012-08-24,,,,15.180000
2012-08-27,,,,16.350000
2012-08-28,,,,16.490000
2012-08-29,,,,17.059999
2012-08-30,,,,17.830000
2012-08-31,,,,17.469999
2012-09-04,,,,17.980000
2012-09-05,,,,17.740000
2012-09-06,,,,15.600000
2012-09-07,,,,14.380000
2012-09-10,,,,16.280001
2012-09-11,,,,16.410000
2012-09-12,,,,15.800000
2012-09-13,,,,14.050000
2012-09-14,,,,14.510000
2012-09-17,,,,14.590000
2012-09-18,,,,14.180000
2012-09-19,,,,13.880000
2012-09-20,,,,14.070000
2012-09-21,,,,13.980000
2012-09-24,,,,14.150000
2012-09-25,,,,15.430000
2012-09-26,,,,16.809999
2012-09-27,,,,14.840000
2012-09-28,,,,15.730000
2012-10-01,,,,16.320000
2012-10-02,,,,15.710000
2012-10-03,,,,15.430000
2012-10-04,,,,14.550000
2012-10-05,,,,14.330000
2012-10-08,,,,15.110000
2012-10-09,,,,16.370001
2012-10-10,,,,16.290001
2012-10-11,,,,15.590000
2012-10-12,,,,16.139999
2012-10-15,,,,15.270000
2012-10-16,,,,15.220000
2012-10-17,,,,15.070000
2012-10-18,,,,15.030000
2012-10-19,,,,17.059999
2012-10-22,,,,16.620001
2012-10-23,,,,18.830000
2012-10-24,,,,18.330000
2012-10-25,,,,18.120001
2012-10-26,,,,17.809999
2012-10-31,,,,18.600000
2012-11-01,,,,16.690001
2012-11-02,,,,17.590000
2012-11-05,,,,18.420000
2012-11-06,,,,17.580000
2012-11-07,,,,19.080000
2012-11-08,,,,18.490000
2012-11-09,,,,18.610001
2012-11-12,,,,16.680000
2012-11-13,,,,16.650000
2012-11-14,,,,17.920000
2012-11-15,,,,17.990000
2012-11-16,,,,16.410000
2012-11-19,,,,15.240000
2012-11-20,,,,15.080000
2012-11-21,,,,15.310000
2012-11-23,,,,15.140000
2012-11-26,,,,15.500000
2012-11-27,,,,15.920000
2012-11-28,,,,15.510000
2012-11-29,,,,15.060000
2012-11-30,,,,15.870000
2012-12-03,,,,16.639999
2012-12-04,,,,17.120001
2012-12-05,,,,16.459999
2012-12-06,,,,16.580000
2012-12-07,,,,15.900000
2012-12-10,,,,16.049999
2012-12-11,,,,15.570000
2012-12-12,,,,15.950000
2012-12-13,,,,16.559999
2012-12-14,,,,17.000000
2012-12-17,,,,16.340000
2012-12-18,,,,15.570000
2012-12-19,,,,17.360001
2012-12-20,,,,17.670000
2012-12-21,,,,17.840000
2012-12-24,,,,17.840000
2012-12-26,,,,19.480000
2012-12-27,,,,19.469999
2012-12-28,,,,22.719999
2012-12-31,,,,18.020000
2013-01-02,,,,14.680000
2013-01-03,,,,14.560000
2013-01-04,,,,13.830000
2013-01-07,,,,13.790000
2013-01-08,,,,13.620000
2013-01-09,,,,13.810000
2013-01-10,,,,13.490000
2013-01-11,,,,13.360000
2013-01-14,,,,13.520000
2013-01-15,,,,13.550000
2013-01-16,,,,13.420000
2013-01-17,,,,13.570000
2013-01-18,,,,12.460000
2013-01-22,,,,12.430000
2013-01-23,,,,12.460000
2013-01-24,,,,12.690000
2013-01-25,,,,12.890000
2013-01-28,,,,13.570000
2013-01-29,,,,13.310000
2013-01-30,,,,14.320000
2013-01-31,,,,14.280000
2013-02-01,,,,12.900000
2013-02-04,,,,14.670000
2013-02-05,,,,13.720000
2013-02-06,,,,13.410000
2013-02-07,,,,13.500000
2013-02-08,,,,13.020000
2013-02-11,,,,12.940000
2013-02-12,,,,12.640000
2013-02-13,,,,12.980000
2013-02-14,,,,12.660000
2013-02-15,,,,12.460000
2013-02-19,,,,12.310000
2013-02-20,,,,14.680000
2013-02-21,,,,15.220000
2013-02-22,,,,14.170000
2013-02-25,,,,18.990000
2013-02-26,,,,16.870001
2013-02-27,,,,14.730000
2013-02-28,,,,15.510000
2013-03-01,,,,15.360000
2013-03-04,,,,14.010000
2013-03-05,,,,13.480000
2013-03-06,,,,13.530000
2013-03-07,,,,13.060000
2013-03-08,,,,12.590000
2013-03-11,,,,11.560000
2013-03-12,,,,12.270000
2013-03-13,,,,11.830000
2013-03-14,,,,11.300000
2013-03-15,,,,11.300000
2013-03-18,,,,13.360000
2013-03-19,,,,14.390000
2013-03-20,,,,12.670000
2013-03-21,,,,13.990000
2013-03-22,,,,13.570000
2013-03-25,,,,13.740000
2013-03-26,,,,12.770000
2013-03-27,,,,13.150000
2013-03-28,,,,12.700000
2013-04-01,,,,13.580000
2013-04-02,,,,12.780000
2013-04-03,,,,14.210000
2013-04-04,,,,13.890000
2013-04-05,,,,13.920000
2013-04-08,,,,13.190000
2013-04-09,,,,12.840000
2013-04-10,,,,12.360000
2013-04-11,,,,12.240000
2013-04-12,,,,12.060000
2013-04-15,,,,17.270000
2013-04-16,,,,13.960000
2013-04-17,,,,16.510000
2013-04-18,,,,17.559999
2013-04-19,,,,14.970000
2013-04-22,,,,14.390000
2013-04-23,,,,13.480000
2013-04-24,,,,13.610000
2013-04-25,,,,13.620000
2013-04-26,,,,13.610000
2013-04-29,,,,13.710000
2013-04-30,,,,13.520000
2013-05-01,,,,14.490000
2013-05-02,,,,13.590000
2013-05-03,,,,12.850000
2013-05-06,,,,12.660000
2013-05-07,,,,12.830000
2013-05-08,,,,12.660000
2013-05-09,,,,13.130000
2013-05-10,,,,12.590000
2013-05-13,,,,12.550000
2013-05-14,,,,12.770000
2013-05-15,,,,12.810000
2013-05-16,,,,13.070000
2013-05-17,,,,12.450000
2013-05-20,,,,13.020000
2013-05-21,,,,13.370000
2013-05-22,,,,13.820000
2013-05-23,,,,14.070000
2013-05-24,,,,13.990000
2013-05-28,,,,14.480000
2013-05-29,,,,14.830000
2013-05-30,,,,14.530000
2013-05-31,,,,16.299999
2013-06-03,,,,16.280001
2013-06-04,,,,16.270000
2013-06-05,,,,17.500000
2013-06-06,,,,16.629999
2013-06-07,,,,15.140000
2013-06-10,,,,15.440000
2013-06-11,,,,17.070000
2013-06-12,,,,18.590000
2013-06-13,,,,16.410000
2013-06-14,,,,17.150000
2013-06-17,,,,16.799999
2013-06-18,,,,16.610001
2013-06-19,,,,16.639999
2013-06-20,,,,20.490000
2013-06-21,,,,18.900000
2013-06-24,,,,20.110001
2013-06-25,,,,18.469999
2013-06-26,,,,17.209999
2013-06-27,,,,16.860001
2013-06-28,,,,16.860001
2013-07-01,,,,16.370001
2013-07-02,,,,16.440001
2013-07-03,,,,16.200001
2013-07-05,,,,14.890000
2013-07-08,,,,14.780000
2013-07-09,,,,14.350000
2013-07-10,,,,14.210000
2013-07-11,,,,14.010000
2013-07-12,,,,13.840000
2013-07-15,,,,13.790000
2013-07-16,,,,14.420000
2013-07-17,,,,13.780000
2013-07-18,,,,13.770000
2013-07-19,,,,12.540000
2013-07-22,,,,12.290000
2013-07-23,,,,12.660000
2013-07-24,,,,13.180000
2013-07-25,,,,12.970000
2013-07-26,,,,12.720000
2013-07-29,,,,13.390000
2013-07-30,,,,13.390000
2013-07-31,,,,13.450000
2013-08-01,,,,12.940000
2013-08-02,,,,11.980000
2013-08-05,,,,11.840000
2013-08-06,,,,12.720000
2013-08-07,,,,12.980000
2013-08-08,,,,12.730000
2013-08-09,,,,13.410000
2013-08-12,,,,12.810000
2013-08-13,,,,12.310000
2013-08-14,,,,13.040000
2013-08-15,,,,14.730000
2013-08-16,,,,14.370000
2013-08-19,,,,15.100000
2013-08-20,,,,14.910000
2013-08-21,,,,15.940000
2013-08-22,,,,14.760000
2013-08-23,,,,13.980000
2013-08-26,,,,14.990000
2013-08-27,,,,16.770000
2013-08-28,,,,16.490000
2013-08-29,,,,16.809999
2013-08-30,,,,17.010000
2013-09-03,,,,16.610001
2013-09-04,,,,15.880000
2013-09-05,,,,15.770000
2013-09-06,,,,15.850000
2013-09-09,,,,15.630000
2013-09-10,,,,14.530000
2013-09-11,,,,13.820000
2013-09-12,,,,14.290000
2013-09-13,,,,14.160000
2013-09-16,,,,14.380000
2013-09-17,,,,14.530000
2013-09-18,,,,13.590000
2013-09-19,,,,13.160000
2013-09-20,,,,13.120000
2013-09-23,,,,14.310000
2013-09-24,,,,14.080000
2013-09-25,,,,14.010000
2013-09-26,,,,14.060000
2013-09-27,,,,15.460000
2013-09-30,,,,16.600000
2013-10-01,,,,15.540000
2013-10-02,,,,16.600000
2013-10-03,,,,17.670000
2013-10-04,,,,16.740000
2013-10-07,,,,19.410000
2013-10-08,,,,20.340000
2013-10-09,,,,19.600000
2013-10-10,,,,16.480000
2013-10-11,,,,15.720000
2013-10-14,,,,16.070000
2013-10-15,,,,18.660000
2013-10-16,,,,14.710000
2013-10-17,,,,13.480000
2013-10-18,,,,13.040000
2013-10-21,,,,13.160000
2013-10-22,,,,13.330000
2013-10-23,,,,13.420000
2013-10-24,,,,13.200000
2013-10-25,,,,13.090000
2013-10-28,,,,13.310000
2013-10-29,,,,13.410000
2013-10-30,,,,13.650000
2013-10-31,,,,13.750000
2013-11-01,,,,13.280000
2013-11-04,,,,12.930000
2013-11-05,,,,13.270000
2013-11-06,,,,12.670000
2013-11-07,,,,13.910000
2013-11-08,,,,12.900000
2013-11-11,,,,12.530000
2013-11-12,,,,12.820000
2013-11-13,,,,12.520000
2013-11-14,,,,12.370000
2013-11-15,,,,12.190000
2013-11-18,,,,13.100000
2013-11-19,,,,13.390000
2013-11-20,,,,13.400000
2013-11-21,,,,12.660000
2013-11-22,,,,12.260000
2013-11-25,,,,12.790000
2013-11-26,,,,12.810000
2013-11-27,,,,12.980000
2013-11-29,,,,13.700000
2013-12-02,,,,14.230000
2013-12-03,,,,14.550000
2013-12-04,,,,14.700000
2013-12-05,,,,15.080000
2013-12-06,,,,13.790000
2013-12-09,,,,13.490000
2013-12-10,,,,13.910000
2013-12-11,,,,15.420000
2013-12-12,,,,15.540000
2013-12-13,,,,15.760000
2013-12-16,,,,16.030001
2013-12-17,,,,16.209999
2013-12-18,,,,13.800000
2013-12-19,,,,14.150000
2013-12-20,,,,13.790000
2013-12-23,,,,13.040000
2013-12-24,,,,12.480000
2013-12-26,,,,12.330000
2013-12-27,,,,12.460000
2013-12-30,,,,13.560000
2013-12-31,,,,13.720000
2014-01-02,,,,14.230000
2014-01-03,,,,13.760000
2014-01-06,,,,13.550000
2014-01-07,,,,12.920000
2014-01-08,,,,12.870000
2014-01-09,,,,12.890000
2014-01-10,,,,12.140000
2014-01-13,,,,13.280000
2014-01-14,,,,12.280000
2014-01-15,,,,12.280000
2014-01-16,,,,12.530000
2014-01-17,,,,12.440000
2014-01-21,,,,12.870000
2014-01-22,,,,12.840000
2014-01-23,,,,13.770000
2014-01-24,,,,18.139999
2014-01-27,,,,17.420000
2014-01-28,,,,15.800000
2014-01-29,,,,17.350000
2014-01-30,,,,17.290001
2014-01-31,,,,18.410000
2014-02-03,,,,21.440001
2014-02-04,,,,19.110001
2014-02-05,,,,19.950001
2014-02-06,,,,17.230000
2014-02-07,,,,15.290000
2014-02-10,,,,15.260000
2014-02-11,,,,14.510000
2014-02-12,,,,14.300000
2014-02-13,,,,14.140000
2014-02-14,,,,13.570000
2014-02-18,,,,13.870000
2014-02-19,,,,15.500000
2014-02-20,,,,14.790000
2014-02-21,,,,14.680000
2014-02-24,,,,14.230000
2014-02-25,,,,13.670000
2014-02-26,,,,14.350000
2014-02-27,,,,14.040000
2014-02-28,,,,14.000000
2014-03-03,,,,16.000000
2014-03-04,,,,14.100000
2014-03-05,,,,13.890000
2014-03-06,,,,14.210000
2014-03-07,,,,14.110000
2014-03-10,,,,14.200000
2014-03-11,,,,14.800000
2014-03-12,,,,14.470000
2014-03-13,,,,16.219999
2014-03-14,,,,17.820000
2014-03-17,,,,15.640000
2014-03-18,,,,14.520000
2014-03-19,,,,15.120000
2014-03-20,,,,14.520000
2014-03-21,,,,15.000000
2014-03-24,,,,15.090000
2014-03-25,,,,14.020000
2014-03-26,,,,14.930000
2014-03-27,,,,14.620000
2014-03-28,,,,14.410000
2014-03-31,,,,13.880000
2014-04-01,,,,13.100000
2014-04-02,,,,13.090000
2014-04-03,,,,13.370000
2014-04-04,,,,13.960000
2014-04-07,,,,15.570000
2014-04-08,,,,14.890000
2014-04-09,,,,13.820000
2014-04-10,,,,15.890000
2014-04-11,,,,17.030001
2014-04-14,,,,16.110001
2014-04-15,,,,15.610000
2014-04-16,,,,14.180000
2014-04-17,,,,13.360000
2014-04-21,,,,13.250000
2014-04-22,,,,13.190000
2014-04-23,,,,13.270000
2014-04-24,,,,13.320000
2014-04-25,,,,14.060000
2014-04-28,,,,13.970000
2014-04-29,,,,13.710000
2014-04-30,,,,13.410000
2014-05-01,,,,13.250000
2014-05-02,,,,12.910000
2014-05-05,,,,13.290000
2014-05-06,,,,13.800000
2014-05-07,,,,13.400000
2014-05-08,,,,13.430000
2014-05-09,,,,12.920000
2014-05-12,,,,12.230000
2014-05-13,,,,12.130000
2014-05-14,,,,12.170000
2014-05-15,,,,13.170000
2014-05-16,,,,12.440000
2014-05-19,,,,12.420000
2014-05-20,,,,12.960000
2014-05-21,,,,11.910000
2014-05-22,,,,12.030000
2014-05-23,,,,11.360000
2014-05-27,,,,11.510000
2014-05-28,,,,11.680000
2014-05-29,,,,11.570000
2014-05-30,,,,11.400000
2014-06-02,,,,11.580000
2014-06-03,,,,11.870000
2014-06-04,,,,12.080000
2014-06-05,,,,11.680000
2014-06-06,,,,10.730000
2014-06-09,,,,11.150000
2014-06-10,,,,10.990000
2014-06-11,,,,11.600000
2014-06-12,,,,12.560000
2014-06-13,,,,12.180000
2014-06-16,,,,12.650000
2014-06-17,,,,12.060000
2014-06-18,,,,10.610000
2014-06-19,,,,10.620000
2014-06-20,,,,10.850000
2014-06-23,,,,10.980000
2014-06-24,,,,12.130000
2014-06-25,,,,11.590000
2014-06-26,,,,11.630000
2014-06-27,,,,11.260000
2014-06-30,,,,11.570000
2014-07-01,,,,11.150000
2014-07-02,,,,10.820000
2014-07-03,,,,10.320000
2014-07-07,,,,11.330000
2014-07-08,,,,11.980000
2014-07-09,,,,11.650000
2014-07-10,,,,12.590000
2014-07-11,,,,12.080000
2014-07-14,,,,11.820000
2014-07-15,,,,11.960000
2014-07-16,,,,11.000000
2014-07-17,,,,14.540000
2014-07-18,,,,12.060000
2014-07-21,,,,12.810000
2014-07-22,,,,12.240000
2014-07-23,,,,11.520000
2014-07-24,,,,11.840000
2014-07-25,,,,12.690000
2014-07-28,,,,12.560000
2014-07-29,,,,13.280000
2014-07-30,,,,13.330000
2014-07-31,,,,16.950001
2014-08-01,,,,17.030001
2014-08-04,,,,15.120000
2014-08-05,,,,16.870001
2014-08-06,,,,16.370001
2014-08-07,,,,16.660000
2014-08-08,,,,15.770000
2014-08-11,,,,14.230000
2014-08-12,,,,14.130000
2014-08-13,,,,12.900000
2014-08-14,,,,12.420000
2014-08-15,,,,13.150000
2014-08-18,,,,12.320000
2014-08-19,,,,12.210000
2014-08-20,,,,11.780000
2014-08-21,,,,11.760000
2014-08-22,,,,11.470000
2014-08-25,,,,11.700000
2014-08-26,,,,11.630000
2014-08-27,,,,11.780000
2014-08-28,,,,12.050000
2014-08-29,,,,12.090000
2014-09-02,,,,12.250000
2014-09-03,,,,12.360000
2014-09-04,,,,12.640000
2014-09-05,,,,12.090000
2014-09-08,,,,12.660000
2014-09-09,,,,13.500000
2014-09-10,,,,12.880000
2014-09-11,,,,12.800000
2014-09-12,,,,13.310000
2014-09-15,,,,14.120000
