Date,Bullish,Neutral,Bearish,Total,Bullish 8-Week Mov Avg,Bull-Bear Spread,Bullish Average,Bullish Average + St. Dev,Bullish Average - St. Dev,S&P 500 Weekly High,S&P 500 Weekly Low,S&P 500 Weekly Close
2020-04-16,0.348601,0.223919,0.427481,1.0000010000000001,0.33982924999999997,-0.07888,0.3792811798727599,0.4800171600604288,0.27854519968509095,2851.85,2657.67,2783.36
2020-04-09,0.365994,0.18732,0.446686,1.0,0.34695337500000006,-0.08069200000000004,0.3792811798727599,0.4800171600604288,0.27854519968509095,2760.75,2447.49,2749.98
2020-04-02,0.342391,0.160326,0.497283,1.0,0.35287075,-0.15489199999999997,0.3792811798727599,0.4800171600604288,0.27854519968509095,2641.39,2407.53,2470.5
2020-03-26,0.329016,0.150259,0.520725,1.0,0.352410625,-0.19170900000000002,0.3792811798727599,0.4800171600604288,0.27854519968509095,2571.42,2191.86,2475.56
2020-03-19,0.343511,0.145038,0.51145,0.999999,0.35125649999999997,-0.16793899999999995,0.3792811798727599,0.4800171600604288,0.27854519968509095,2825.6,2280.52,2398.1
2020-03-12,0.297386,0.189542,0.513072,1.0,0.36532,-0.215686,0.3792811798727599,0.4800171600604288,0.27854519968509095,3130.97,2707.22,2741.38
2020-03-05,0.387387,0.216216,0.396396,0.9999990000000001,0.380439,-0.009009000000000045,0.3792811798727599,0.4800171600604288,0.27854519968509095,3136.72,2855.84,3130.12
2020-02-27,0.304348,0.304348,0.391304,1.0,0.37335162499999996,-0.08695599999999998,0.3792811798727599,0.4800171600604288,0.27854519968509095,3393.52,3108.99,3116.39
2020-02-20,0.405594,0.307692,0.286713,0.9999990000000001,0.38182800000000006,0.11888100000000001,0.3792811798727599,0.4800171600604288,0.27854519968509095,3393.52,3352.72,3386.15
2020-02-13,0.413333,0.322667,0.264,1.0,0.383488625,0.149333,0.3792811798727599,0.4800171600604288,0.27854519968509095,3381.47,3313.75,3379.45
2020-02-06,0.33871,0.30914,0.352151,1.0000010000000001,0.38694012499999997,-0.01344099999999998,0.3792811798727599,0.4800171600604288,0.27854519968509095,3337.58,3214.68,3334.69
2020-01-30,0.319783,0.311653,0.368564,1.0,0.391640875,-0.04878100000000002,0.3792811798727599,0.4800171600604288,0.27854519968509095,3337.77,3234.5,3273.4
2020-01-23,0.456019,0.296296,0.247685,1.0,0.39131199999999994,0.20833400000000002,0.3792811798727599,0.4800171600604288,0.27854519968509095,3337.77,3277.19,3321.75
2020-01-16,0.418338,0.30659,0.275072,1.0,0.3763585,0.143266,0.3792811798727599,0.4800171600604288,0.27854519968509095,3298.66,3236.67,3289.29
2020-01-09,0.330688,0.37037,0.298942,1.0,0.36687024999999995,0.031745999999999996,0.3792811798727599,0.4800171600604288,0.27854519968509095,3267.07,3212.03,3253.05
2020-01-02,0.372159,0.409091,0.21875,1.0,0.37643787500000003,0.15340900000000002,0.3792811798727599,0.4800171600604288,0.27854519968509095,3247.93,3212.03,3230.78
2019-12-26,0.418879,0.365782,0.215339,1.0,0.38029587500000006,0.20354,0.3792811798727599,0.4800171600604288,0.27854519968509095,3227.78,3191.03,3223.38
2019-12-19,0.440945,0.354331,0.204724,1.0,0.37040587500000005,0.236221,0.3792811798727599,0.4800171600604288,0.27854519968509095,3198.48,3133.21,3191.14
2019-12-12,0.376316,0.363158,0.260526,1.0,0.35979037500000005,0.11579,0.3792811798727599,0.4800171600604288,0.27854519968509095,3150.6,3102.53,3141.63
2019-12-05,0.317152,0.391586,0.291262,1.0,0.354773625,0.02588999999999997,0.3792811798727599,0.4800171600604288,0.27854519968509095,3154.26,3070.33,3112.76
2019-11-29,0.336391,0.360856,0.302752,0.999999,0.34051525,0.033638999999999974,0.3792811798727599,0.4800171600604288,0.27854519968509095,3154.26,3091.41,3153.63
2019-11-21,0.342432,0.367246,0.290323,1.0000010000000001,0.325183875,0.052109000000000016,0.3792811798727599,0.4800171600604288,0.27854519968509095,3127.64,3078.8,3108.46
2019-11-14,0.407229,0.344578,0.248193,1.0,0.31909699999999996,0.159036,0.3792811798727599,0.4800171600604288,0.27854519968509095,3102.61,3065.89,3094.04
2019-11-07,0.403023,0.357683,0.239295,1.000001,0.31236625,0.163728,0.3792811798727599,0.4800171600604288,0.27854519968509095,3085.2,3023.19,3076.78
2019-10-31,0.339759,0.375904,0.284337,1.0,0.303394625,0.05542199999999997,0.3792811798727599,0.4800171600604288,0.27854519968509095,3050.1,2991.21,3046.77
2019-10-24,0.356021,0.361257,0.282723,1.000001,0.29672725,0.07329799999999997,0.3792811798727599,0.4800171600604288,0.27854519968509095,3014.57,2976.31,3004.52
2019-10-17,0.336182,0.353276,0.310541,0.9999989999999999,0.28488800000000003,0.02564099999999997,0.3792811798727599,0.4800171600604288,0.27854519968509095,3003.28,2907.41,2989.69
2019-10-10,0.203085,0.357326,0.439589,1.0,0.276159625,-0.23650400000000002,0.3792811798727599,0.4800171600604288,0.27854519968509095,2959.75,2855.94,2919.4
2019-10-03,0.21374,0.391858,0.394402,1.0,0.279744,-0.18066199999999996,0.3792811798727599,0.4800171600604288,0.27854519968509095,2992.53,2874.93,2887.61
2019-09-26,0.293737,0.37365,0.332613,1.0,0.280096625,-0.038875999999999966,0.3792811798727599,0.4800171600604288,0.27854519968509095,3021.99,2952.86,2984.87
2019-09-19,0.353383,0.368421,0.278195,0.9999990000000001,0.291426375,0.07518799999999998,0.3792811798727599,0.4800171600604288,0.27854519968509095,3020.74,2975.31,3006.73
2019-09-12,0.33125,0.35625,0.3125,1.0,0.2869305,0.01874999999999999,0.3792811798727599,0.4800171600604288,0.27854519968509095,3000.93,2921.86,3000.93
2019-09-05,0.28642,0.318519,0.395062,1.0000010000000001,0.29043625,-0.10864200000000002,0.3792811798727599,0.4800171600604288,0.27854519968509095,2940.43,2853.05,2937.78
2019-08-29,0.261307,0.316583,0.422111,1.0000010000000001,0.29664762499999997,-0.160804,0.3792811798727599,0.4800171600604288,0.27854519968509095,2939.08,2834.97,2887.94
2019-08-22,0.266355,0.336449,0.397196,1.0,0.305428125,-0.13084099999999999,0.3792811798727599,0.4800171600604288,0.27854519968509095,2931.0,2825.51,2924.43
2019-08-15,0.23176,0.319742,0.448498,1.0,0.30912,-0.21673800000000001,0.3792811798727599,0.4800171600604288,0.27854519968509095,2943.31,2825.71,2840.6
2019-08-08,0.216561,0.301486,0.481953,1.0,0.31703525,-0.265392,0.3792811798727599,0.4800171600604288,0.27854519968509095,3017.4,2822.12,2883.98
2019-08-01,0.384375,0.375,0.240625,1.0,0.323514875,0.14375000000000002,0.3792811798727599,0.4800171600604288,0.27854519968509095,3027.98,2958.08,2980.38
2019-07-25,0.317416,0.36236,0.320225,1.000001,0.30362737500000003,-0.002809000000000006,0.37931537210648253,0.4800704765852617,0.27856026762770336,3019.59,2973.09,3019.56
2019-07-18,0.359296,0.354271,0.286432,0.9999990000000001,0.294942125,0.07286399999999998,0.37939771279675844,0.48012382678884047,0.2786715988046764,3017.8,2984.25,2984.42
2019-07-11,0.336111,0.388889,0.275,1.0,0.2809125,0.06111099999999997,0.37943906894553986,0.4801797071217412,0.27869843076933853,3002.98,2955.92,2993.07
2019-07-03,0.331551,0.34492,0.323529,1.0,0.276179375,0.008021999999999974,0.37947308869565327,0.48023302195227285,0.2787131554390337,2995.84,2912.99,2995.82
2019-06-27,0.29589,0.383562,0.320548,1.0,0.288630375,-0.024658000000000013,0.3795169321345718,0.48028964037080657,0.2787442238983371,2964.15,2911.43,2913.78
2019-06-20,0.295082,0.383607,0.321311,1.0,0.30042462499999995,-0.026229000000000002,0.3795628699941972,0.4803467763033641,0.2787789636850303,2931.74,2874.68,2926.46
2019-06-13,0.268398,0.38961,0.341991,0.9999990000000001,0.30544275,-0.07359299999999996,0.3796480534262496,0.4803991729012832,0.27889693395121595,2910.61,2800.92,2879.84
2019-06-06,0.225275,0.348901,0.425824,1.0,0.318847375,-0.20054899999999998,0.3797511086577582,0.48044068492104414,0.27906153239447223,2827.28,2728.81,2826.15
2019-05-30,0.247934,0.35124,0.400826,1.0,0.34104775,-0.15289200000000003,0.37982040406976847,0.48049820605165594,0.279142602087881,2868.88,2766.06,2783.02
2019-05-23,0.247059,0.392157,0.360784,1.0,0.353832375,-0.11372499999999999,0.37986196916812204,0.4805543045597648,0.2791696337764793,2892.15,2815.08,2856.27
2019-05-16,0.298246,0.308772,0.392982,1.0,0.36444999999999994,-0.09473599999999999,0.3799250133876611,0.48061272451039727,0.27923730226492494,2897.96,2801.43,2850.96
2019-05-09,0.431159,0.336957,0.231884,1.0,0.37379625000000005,0.199275,0.3800172708212008,0.4806616543721167,0.27937288727028486,2954.13,2862.6,2879.42
2019-05-02,0.390244,0.396341,0.213415,1.0,0.3604303750000001,0.176829,0.38009806235431337,0.480716074521207,0.2794800501874197,2954.13,2912.84,2923.73
2019-04-25,0.335227,0.463068,0.201705,1.0,0.35838237500000003,0.133522,0.38017761166180863,0.4807709795968047,0.27958424372681256,2936.83,2891.9,2927.25
2019-04-18,0.375635,0.406091,0.218274,0.9999999999999999,0.368519875,0.157361,0.3801994381563604,0.48081810129604885,0.279580775016672,2918.0,2879.13,2900.45
2019-04-11,0.402878,0.393285,0.203837,1.0,0.37071412499999995,0.19904100000000002,0.38021968593111605,0.48086423813189405,0.27957513373033804,2895.95,2865.17,2888.21
2019-04-04,0.350211,0.367089,0.2827,1.0,0.36423337499999997,0.06751099999999999,0.38024860572430014,0.4809154448300498,0.2795817666185505,2885.25,2787.72,2873.4
2019-03-28,0.332,0.396,0.272,1.0,0.37029875,0.06,0.3803013267095277,0.480973951643113,0.2796287017759424,2860.31,2785.02,2805.37
2019-03-21,0.373016,0.392857,0.234127,1.0,0.36849475,0.138889,0.38038739239766195,0.4810264824948543,0.2797483023004696,2852.42,2799.78,2824.23
2019-03-14,0.324232,0.365188,0.31058,1.0,0.3689415,0.013652,0.38047147747221,0.48107992164761,0.27986303329681,2821.24,2722.27,2810.92
2019-03-07,0.37386,0.358663,0.267477,1.0,0.370330875,0.106383,0.38051509660422,0.48113684016864,0.2798933530398,2816.88,2767.66,2771.45
2019-02-28,0.416327,0.383673,0.2,1.0,0.37167525,0.216327,0.38059235559461,0.48119289790437,0.27999181328485,2795.76,2764.55,2792.38
2019-02-21,0.393189,0.352941,0.25387,1.0,0.360908,0.139319,0.38061110785463,0.48123816315341,0.27998405255586,2787.33,2703.79,2779.76
2019-02-14,0.351032,0.39823,0.250737,0.999999,0.351193875,0.100295,0.38061968093842,0.48127563541068,0.27996372646616,2761.85,2681.83,2753.03
2019-02-07,0.398734,0.373418,0.227848,1.0,0.338396,0.170886,0.38064211561033,0.48132335415068,0.27996087706998,2738.98,2648.34,2731.61
2019-01-31,0.317568,0.364865,0.317568,1.000001,0.31468425,0.0,0.38067243041691,0.48137546256648,0.27996939826735,2690.44,2612.86,2681.05
2019-01-24,0.37659,0.300254,0.323155,0.999999,0.322417375,0.053435,0.3807432404468,0.4814811859643,0.2800052949293,2675.47,2585.1,2638.7
2019-01-17,0.335347,0.302115,0.362538,1.0,0.317695625,-0.027191,0.3807432404468,0.4814811859643,0.2800052949293,2625.76,2562.02,2616.1
2019-01-10,0.384615,0.321678,0.293706,0.999999,0.307342875,0.090909,0.38073933235294,0.48150679077088,0.27997187393501,2595.32,2443.96,2584.96
2019-01-03,0.330189,0.242138,0.427673,1.0,0.303125625,-0.097484,0.38078429487934,0.48156436189177,0.28000422786691,2520.27,2346.58,2510.03
2018-12-27,0.315476,0.181548,0.502976,1.0,0.3134575,-0.1875,0.38076968374558,0.48157763991575,0.27996172757541,2585.29,2346.58,2467.7
2018-12-20,0.248649,0.278378,0.472973,1.0,0.32143675,-0.224324,0.38075049499116,0.48158506411329,0.27991592586904,2685.44,2488.96,2506.96
2018-12-13,0.20904,0.30226,0.488701,1.000001,0.32531725,-0.279661,0.38077528301887,0.48163442038201,0.27991614565573,2785.93,2583.23,2651.07
2018-12-06,0.379433,0.315603,0.304965,1.000001,0.341606,0.074468,0.38081126666667,0.48168927879052,0.27993325454281,2800.18,2655.89,2700.06
2018-11-29,0.338816,0.266447,0.394737,1.0,0.3324345,-0.055921,0.38076687012987,0.4816581050081,0.27987563525164,2744.0,2631.09,2743.79
2018-11-22,0.252525,0.276094,0.47138,0.999999,0.347160125,-0.218855,0.38074467808624,0.481661586934,0.27982776923848,2746.8,2631.52,2649.93
2018-11-15,0.350877,0.289474,0.359649,1.0,0.360870125,-0.008772,0.38077426241135,0.48171366230224,0.27983486252046,2815.15,2685.75,2701.58
2018-11-08,0.412844,0.275229,0.311927,1.0,0.357063375,0.100917,0.38075681301775,0.48175148309374,0.27976214294177,2815.15,2700.44,2813.89
2018-11-01,0.37931,0.275862,0.344828,1.0,0.345569875,0.034482,0.38075681301775,0.48175148309374,0.27976214294177,2742.59,2603.54,2711.74
2018-10-25,0.279693,0.310345,0.409962,1.0,0.350933875,-0.130269,0.38072117761989,0.48173513022615,0.27970722501364,2816.94,2651.89,2656.1
2018-10-18,0.33935,0.310469,0.350181,1.0,0.370342125,-0.010831,0.38072378732228,0.48176761746933,0.27967995717522,2874.02,2710.51,2809.21
2018-10-11,0.306061,0.339394,0.354545,1.0,0.37600025,-0.048484,0.38078778766311,0.48187391523614,0.27970166009008,2939.86,2784.86,2785.68
2018-10-04,0.456621,0.292237,0.251142,1.0,0.382955375,0.205479,0.38078778766311,0.48187391523614,0.27970166009008,2939.86,2903.28,2925.51
2018-09-27,0.362205,0.326772,0.311024,1.000001,0.37133225,0.051181,0.38081055074184,0.48192236504431,0.27969873643937,2940.91,2903.28,2905.97
2018-09-20,0.320423,0.359155,0.320423,1.000001,0.36244475,0.0,0.3807948628266,0.4819346605161,0.27965506513711,2912.36,2879.2,2907.95
2018-09-13,0.320896,0.350746,0.328358,1.0,0.361794,-0.007462,0.3807816553773,0.48195006129062,0.27961324946399,2894.65,2864.12,2888.92
2018-09-06,0.422222,0.314815,0.262963,1.0,0.365011125,0.159259,0.38080604458978,0.4819995884535,0.27961250072605,2916.5,2876.92,2888.6
2018-08-30,0.434959,0.321138,0.243902,0.999999,0.366046875,0.191057,0.38082078881618,0.48204263806722,0.27959893956515,2916.5,2854.03,2914.04
2018-08-23,0.384615,0.344729,0.270655,0.999999,0.346496,0.11396,0.38084735952381,0.48209348354316,0.27960123550446,2873.23,2802.49,2861.82
2018-08-16,0.361702,0.347518,0.29078,1.0,0.3339795,0.070922,0.38095323347231,0.48213645204129,0.27977001490332,2862.48,2802.49,2818.37
2018-08-09,0.363636,0.326019,0.310345,1.0,0.337165125,0.053291,0.38105288379023,0.48218381857911,0.27992194900134,2863.43,2796.34,2857.7
2018-08-02,0.291105,0.38814,0.320755,1.0,0.347685875,-0.02965,0.38110495050686,0.48224355145348,0.27996634956024,2848.03,2798.11,2813.36
2018-07-26,0.315217,0.415761,0.269022,1.0,0.359961875,0.046195,0.38112149105012,0.48228800919419,0.27995497290605,2848.03,2795.14,2846.07
2018-07-19,0.346633,0.40399,0.249377,1.0,0.364332375,0.097256,0.38115126507463,0.48234065010014,0.27996188004912,2816.76,2770.77,2815.62
2018-07-12,0.430508,0.277966,0.291525,0.999999,0.369205875,0.138983,0.38120785483871,0.48240096098258,0.28001474869484,2795.58,2711.16,2774.02
2018-07-05,0.278552,0.328691,0.392758,1.000001,0.36123675,-0.114206,0.38127952301255,0.48246037992534,0.28009866609977,2746.09,2691.99,2713.22
2018-06-28,0.284483,0.307471,0.408046,1.0,0.368306,-0.123563,0.38134825777512,0.48252030752954,0.28017620802071,2774.86,2698.67,2699.63
2018-06-21,0.387187,0.350975,0.261838,1.0,0.3682395,0.125349,0.38143777797726,0.48257385292024,0.28030170303428,2791.47,2743.19,2767.32
2018-06-14,0.447802,0.335165,0.217033,1.0,0.36597675,0.230769,0.38153650658683,0.48262229498923,0.28045071818442,2791.47,2748.46,2775.63
2018-06-07,0.389313,0.343511,0.267176,1.0,0.35723075,0.122137,0.38153480587178,0.48265086732973,0.28041874441383,2772.39,2700.68,2772.35
2018-05-31,0.350181,0.386282,0.263538,1.000001,0.341175375,0.086643,0.38157324640288,0.48270743258508,0.28043906022067,2742.24,2676.81,2724.01
2018-05-24,0.385621,0.362745,0.251634,1.0,0.3372735,0.133987,0.38158661007799,0.48274967093206,0.28042354922391,2742.24,2709.18,2733.29
2018-05-17,0.366755,0.427441,0.205805,1.000001,0.328991,0.16095,0.38164397417418,0.48285422402819,0.28043372432017,2742.1,2674.14,2722.46
2018-05-10,0.335106,0.409574,0.255319,0.999999,0.324689625,0.079787,0.38164397417418,0.48285422402819,0.28043372432017,2701.27,2594.62,2697.79
2018-05-03,0.283951,0.41358,0.302469,1.0,0.328854,-0.018518,0.38169550901442,0.48291432990923,0.28047668811962,2682.87,2612.67,2635.67
2018-04-26,0.369085,0.375394,0.255521,1.0,0.326363375,0.113564,0.38174759170175,0.48297455263964,0.28052063076386,2717.49,2612.67,2639.4
2018-04-19,0.377834,0.329975,0.292191,1.0,0.32683175,0.085643,0.38181579241877,0.48303499466111,0.28059659017644,2717.49,2639.25,2708.64
2018-04-12,0.26087,0.311594,0.427536,1.0,0.3354165,-0.166666,0.38191003732691,0.48308675321917,0.28073332143466,2672.08,2573.61,2642.19
2018-04-05,0.318966,0.314655,0.366379,1.0,0.363457,-0.047413,0.38199074578313,0.48314445171957,0.2808370398467,2674.78,2553.8,2644.69
2018-03-29,0.319361,0.327345,0.353293,0.999999,0.369870875,-0.033932,0.38207207896323,0.4832019751009,0.28094218282557,2739.14,2585.89,2605.0
2018-03-22,0.332344,0.382789,0.284866,0.999999,0.38591475,0.047478,0.38212263751508,0.48326207000436,0.2809832050258,2777.11,2694.59,2711.93
2018-03-15,0.368421,0.418283,0.213296,1.0,0.401189875,0.155125,0.38209304405552,0.48325582841817,0.28093025969287,2801.9,2701.74,2749.48
2018-03-08,0.264026,0.452145,0.283828,0.999999,0.422778875,-0.019802,0.38208812198068,0.48328126603049,0.28089497793087,2761.52,2647.32,2726.8
2018-03-01,0.372832,0.393064,0.234104,1.0,0.450616375,0.138728,0.38211643685801,0.48333360444833,0.28089926926768,2789.15,2697.77,2713.83
2018-02-22,0.446512,0.325581,0.227907,1.0,0.47870375,0.218605,0.38212035550182,0.48336800908729,0.28087270191634,2754.42,2637.08,2701.33
2018-02-15,0.485194,0.300683,0.214123,1.0,0.488696625,0.271071,0.38210779794313,0.48338480241276,0.28083079347351,2727.67,2532.69,2698.63
2018-02-08,0.370277,0.279597,0.350126,1.0,0.49116925,0.020151,0.3821271059322,0.48343173387611,0.2808224779883,2839.26,2593.07,2681.66
2018-02-01,0.447712,0.264706,0.287582,1.0,0.501134625,0.16013,0.3821574675954,0.48348527044385,0.28082966474694,2872.87,2813.04,2823.81
2018-01-25,0.454545,0.305195,0.24026,1.0,0.491267,0.214285,0.38216300787879,0.48352127994527,0.28080473581231,2852.97,2778.38,2837.54
2018-01-18,0.541133,0.244973,0.213894,1.0,0.47938125,0.327239,0.38219813887204,0.4835771090388,0.28081916870529,2807.54,2736.06,2802.56
2018-01-11,0.486726,0.262537,0.250737,1.0,0.456105875,0.235989,0.38220319842233,0.48361273252018,0.28079366432449,2759.14,2697.77,2748.23
2018-01-04,0.597531,0.246914,0.155556,1.000001,0.431949875,0.441975,0.38218247965999,0.48361932480487,0.28074563451511,2714.37,2673.61,2713.06
2017-12-28,0.526455,0.267196,0.206349,1.0,0.413639625,0.320106,0.38217579283111,0.48364310204718,0.28070848361503,2694.44,2676.11,2682.62
2017-12-21,0.504975,0.238806,0.256219,1.0,0.404151375,0.248756,0.38219472522796,0.48368998144735,0.28069946900858,2694.97,2652.01,2679.25
2017-12-14,0.45,0.26875,0.28125,1.0,0.390579,0.16875,0.38218466484185,0.48370998308529,0.28065934659841,2671.88,2624.75,2662.85
2017-12-07,0.368771,0.289037,0.342193,1.000001,0.38174275,0.026578,0.38222399330493,0.48376769430964,0.28068029230022,2665.19,2620.32,2629.27
2017-11-30,0.359459,0.324324,0.316216,0.999999,0.385354,0.043243,0.38222742448234,0.48380196508101,0.28065288388367,2634.89,2589.17,2626.07
2017-11-23,0.35493,0.35493,0.290141,1.000001,0.384921625,0.064789,0.38225599268739,0.48385489752788,0.2806570878469,2601.19,2557.45,2602.42
2017-11-16,0.293478,0.354348,0.352174,1.0,0.382222,-0.058696,0.38225455426829,0.48388443184289,0.2806246766937,2595.47,2557.45,2564.62
2017-11-09,0.451049,0.318182,0.230769,1.0,0.395707375,0.22028,0.3822863209274,0.48393907142532,0.28063357042948,2597.02,2566.17,2594.38
2017-11-02,0.450549,0.263736,0.285714,0.999999,0.390936125,0.164835,0.38232710866911,0.48399748606992,0.2806567312683,2588.4,2544.0,2579.36
2017-10-26,0.396396,0.273273,0.33033,0.999999,0.3712145,0.066066,0.3824087690898,0.48405646686384,0.28076107131576,2578.29,2544.0,2557.15
2017-10-19,0.37931,0.341379,0.27931,0.999999,0.352915,0.1,0.38251474022005,0.48410302363179,0.28092645680831,2564.11,2547.95,2561.26
2017-10-12,0.397661,0.333333,0.269006,1.0,0.34062525,0.128655,0.38254336964504,0.48418805890732,0.28089868038277,2555.24,2531.8,2555.24
2017-10-05,0.356,0.316,0.328,1.0,0.3336355,0.028,0.38254336964504,0.48418805890732,0.28089868038277,2540.53,2495.91,2537.74
2017-09-28,0.333333,0.37931,0.287356,0.999999,0.331218875,0.045977,0.38262298897734,0.4842478326757,0.28099814527898,2511.75,2488.03,2507.04
2017-09-21,0.401361,0.326531,0.272109,1.000001,0.334691125,0.129252,0.38264244117647,0.48429539313471,0.28098948921823,2508.85,2491.35,2508.24
2017-09-14,0.412879,0.367424,0.219697,1.0,0.327595375,0.193182,0.38262392397302,0.48430529969623,0.28094254824982,2498.37,2459.2,2498.37
2017-09-07,0.292776,0.34981,0.357414,1.0,0.320340375,-0.064638,0.38262595705522,0.48433850458246,0.28091340952797,2480.38,2428.2,2465.54
2017-08-31,0.25,0.351064,0.398936,1.0,0.31904425,-0.148936,0.38268914487416,0.48440091862442,0.28097737112389,2460.31,2428.2,2457.59
2017-08-24,0.280992,0.336088,0.38292,1.0,0.324766125,-0.101928,0.38271576597052,0.48445311540015,0.28097841654088,2474.93,2417.35,2444.04
2017-08-17,0.341743,0.330275,0.327982,1.0,0.326785,0.013761,0.38276288014751,0.48451374213146,0.28101201816357,2474.93,2437.75,2468.11
2017-08-10,0.336667,0.34,0.323333,1.0,0.3248835,0.013334,0.38271745694957,0.48448311980663,0.28095179409251,2490.87,2462.08,2474.02
2017-08-03,0.361111,0.317901,0.320988,1.0,0.32313875,0.040123,0.38276844642857,0.48458376523351,0.28095312762363,2484.04,2470.3,2477.57
2017-07-27,0.344595,0.412162,0.243243,1.0,0.32229125,0.101352,0.38276844642857,0.48458376523351,0.28095312762363,2481.69,2463.85,2477.83
2017-07-20,0.354839,0.387097,0.258065,1.000001,0.31287075,0.096774,0.38280656869994,0.48464167371601,0.28097146368387,2473.83,2435.75,2473.83
2017-07-13,0.282407,0.421296,0.296296,0.999999,0.30958725,-0.013889,0.38278226818742,0.48464407232449,0.28092046405036,2445.76,2407.7,2443.25
2017-07-06,0.295775,0.405634,0.298592,1.000001,0.304102875,-0.002817,0.38275008019741,0.48463506651086,0.28086509388396,2442.97,2405.7,2432.54
2017-06-29,0.297143,0.434286,0.268571,1.0,0.30804825,0.028572,0.38274892901235,0.48466536532954,0.28083249269515,2450.42,2419.38,2440.69
2017-06-22,0.326531,0.384354,0.289116,1.000001,0.31849425,0.037415,0.3827619289685,0.48470851141932,0.28081534651768,2453.82,2418.53,2435.61
2017-06-15,0.322709,0.38247,0.294821,1.0,0.325238875,0.027888,0.38277374969098,0.48475074077914,0.28079675860282,2446.2,2415.7,2437.92
2017-06-08,0.354331,0.350394,0.295276,1.000001,0.317033,0.059055,0.38283044032158,0.4848134719253,0.28084740871787,2440.23,2403.59,2433.14
